	score	num
GSPT1	326	22
GSPT2	304	20
GSR	916	104
GSS	736	28
GSTA1	524	46
GSTA2	458	28
GSTA3	419	20
GSTA4	575	30
GSTA5	173	6
GSTCD	297	8
GSTK1	905	18
GSTM1	709	82
GSTM2	573	34
GSTM3	608	38
GSTM4	462	30
GSTM5	258	20
GSTO1	445	94
GSTO2	455	88
GSTP1	700	74
GSTT2B	351	12
GSTZ1	242	16
GSX1	276	12
GSX2	443	16
GTF2A1	919	18
GTF2A1L	183	10
GTF2A2	926	2
GTF2B	861	44
GTF2E1	918	16
GTF2E2	270	10
GTF2F1	918	14
GTF2F2	900	8
GTF2H1	517	16
GTF2H2	258	12
GTF2H2C	242	2
GTF2H3	721	4
GTF2H4	403	4
GTF2H5	219	4
GTF2I	284	28
GTF2IRD1	186	4
GTF3A	908	8
GTF3C1	182	6
GTF3C2	413	8
GTF3C3	192	8
GTF3C4	392	4
GTF3C5	168	2
GTF3C6	155	2
GTPBP1	379	12
GTPBP10	233	10
GTPBP2	904	14
GTPBP3	186	6
GTPBP4	282	34
GTSE1	604	12
GTSF1	232	4
GUCA1A	291	18
GUCA1B	261	24
GUCA1C	297	20
GUCA2A	525	12
GUCA2B	323	12
GUCY1A2	351	18
GUCY1A3	623	26
GUCY1B3	562	20
GUCY2C	615	28
GUCY2D	629	12
GUCY2F	629	16
GUF1	440	20
GUK1	442	54
GULP1	758	36
GUSB	953	84
GXYLT1	174	6
GXYLT2	207	4
GYG1	387	4
GYG2	159	2
GYLTL1B	286	2
GYPA	677	34
GYPB	480	8
GYPC	355	30
GYS1	975	64
GYS2	906	38
GZF1	455	6
GZMA	542	52
GZMB	976	84
GZMH	900	34
GZMK	287	20
GZMM	358	42
H1F0	534	56
H1FNT	229	4
H1FOO	440	12
H1FX	439	12
H2AFB1	928	16
H2AFB2	391	14
H2AFJ	931	20
H2AFV	942	42
H2AFX	975	66
H2AFY	829	24
H2AFY2	777	16
H2AFZ	939	44
H2BFM	355	14
H2BFWT	355	20
H3F3A	766	34
H3F3B	766	34
H3F3C	766	24
H6PD	957	66
HAAO	327	28
HABP2	386	32
HABP4	391	4
HACE1	435	48
HACL1	915	16
HADH	674	58
HADHA	503	22
HADHB	626	38
HAGH	335	26
HAL	400	26
HAMP	968	62
HAND1	934	10
HAND2	980	46
HAO1	900	30
HAO2	900	20
HAP1	445	36
HAPLN1	439	24
HAPLN2	379	24
HAPLN3	241	8
HAPLN4	302	14
HARBI1	403	2
HARS	469	28
HARS2	751	26
HAS1	544	34
HAS2	553	38
HAS3	272	12
HAT1	487	8
HAUS3	283	10
HAUS4	181	2
HAUS6	228	6
HAUS8	175	2
HAVCR1	891	38
HAVCR2	757	44
HAX1	405	24
HBA1	548	36
HBA2	501	36
HBB	914	88
HBE1	415	40
HBEGF	950	92
HBG1	414	18
HBG2	441	18
HBM	268	8
HBP1	175	2
HBQ1	231	2
HBS1L	614	24
HBZ	473	26
HCAR1	905	8
HCAR2	910	34
HCAR3	910	20
HCCS	905	58
HCFC1	953	20
HCFC2	383	4
HCK	942	94
HCLS1	900	40
HCN1	298	12
HCN2	676	20
HCN3	274	16
HCN4	510	18
HCRT	926	104
HCRTR1	920	20
HCRTR2	907	8
HCST	480	38
HDAC1	972	128
HDAC10	395	36
HDAC11	688	42
HDAC2	961	116
HDAC3	959	80
HDAC4	979	88
HDAC5	976	70
HDAC6	677	82
HDAC7	919	60
HDAC8	402	46
HDAC9	966	72
HDC	526	46
HDGF	511	38
HDGFRP2	222	10
HDGFRP3	291	12
HDHD1	358	22
HDHD2	435	6
HDHD3	151	4
HDLBP	717	38
HEATR1	267	10
HEATR2	677	2
HEATR3	186	2
HEATR6	586	12
HEBP1	904	8
HEBP2	900	14
HECA	189	6
HECTD1	387	14
HECTD2	260	10
HECTD3	279	8
HECTD4	213	10
HECW1	256	28
HECW2	361	12
HEG1	401	6
HELB	414	16
HELLS	308	28
HELQ	467	12
HELT	211	4
HELZ2	955	38
HEMGN	311	10
HEMK1	173	2
HENMT1	236	4
HEPACAM	172	4
HEPACAM2	567	2
HEPH	949	38
HEPHL1	297	22
HERC1	338	8
HERC2	904	12
HERC3	643	20
HERC4	321	6
HERC5	305	26
HERC6	246	10
HERPUD1	520	20
HERPUD2	240	4
HES1	963	30
HES2	196	4
HES3	394	14
HES4	560	14
HES5	979	58
HES6	419	10
HES7	458	10
HEXA	752	20
HEXB	913	18
HEXDC	168	2
HEXIM1	502	14
HEXIM2	200	2
HEY1	979	50
HEY2	971	30
HEYL	968	14
HFE2	986	26
HFM1	175	4
HGD	538	12
HGF	992	114
HGFAC	551	42
HGS	930	58
HGSNAT	900	14
HHAT	349	20
HHATL	365	20
HHIP	471	30
HHIPL1	361	8
HHLA2	213	4
HIAT1	164	4
HIATL1	164	6
HIATL2	164	4
HIBADH	254	6
HIBCH	870	10
HIC1	613	22
HIC2	285	4
HID1	183	4
HIF1A	996	126
HIF1AN	473	16
HIF3A	929	30
HILPDA	268	6
HINFP	272	6
HINT1	630	10
HINT2	312	6
HIP1	948	26
HIP1R	988	46
HIPK1	270	12
HIPK2	972	42
HIPK3	475	18
HIPK4	908	10
HIRA	346	18
HIRIP3	194	4
HIST1H1A	476	18
HIST1H1B	454	16
HIST1H1C	716	28
HIST1H1D	552	14
HIST1H1E	526	14
HIST1H1T	432	12
HIST1H2AA	903	18
HIST1H2AB	799	14
HIST1H2AC	931	22
HIST1H2AD	925	18
HIST1H2AG	507	20
HIST1H2AH	903	18
HIST1H2AK	507	18
HIST1H2BA	950	86
HIST1H2BB	908	26
HIST1H2BC	542	22
HIST1H2BD	908	30
HIST1H2BF	543	20
HIST1H2BH	908	24
HIST1H2BJ	910	26
HIST1H2BK	907	26
HIST1H2BL	904	24
HIST1H2BM	903	24
HIST1H2BN	908	30
HIST1H2BO	908	22
HIST1H3A	591	28
HIST1H4A	866	84
HIST1H4G	722	20
HIST1H4J	801	84
HIST2H2AA3	808	52
HIST2H2AB	903	20
HIST2H2AC	956	50
HIST2H2BE	932	86
HIST2H2BF	905	16
HIST2H3A	730	24
HIST3H2A	905	16
HIST3H2BB	800	20
HIST3H3	906	22
HIVEP1	308	10
HIVEP2	427	18
HIVEP3	910	12
HJURP	732	10
HK1	755	96
HK2	702	56
HK3	502	48
HKDC1	357	22
HKR1	288	4
HLA-A	938	68
HLA-B	942	72
HLA-C	939	62
HLA-DMA	997	30
HLA-DMB	979	34
HLA-DOA	944	14
HLA-DOB	914	20
HLA-DPA1	975	38
HLA-DPB1	934	40
HLA-DQA1	964	76
HLA-DQA2	963	54
HLA-DQB1	947	70
HLA-DQB2	932	20
HLA-DRA	999	70
HLA-E	926	32
HLA-F	927	12
HLA-G	919	50
HLCS	357	24
HLF	386	18
HLTF	466	26
HLX	516	18
HM13	663	20
HMBS	745	48
HMCN1	440	32
HMCN2	297	22
HMG20A	388	14
HMG20B	343	10
HMGA1	584	30
HMGA2	650	56
HMGB1	922	92
HMGB2	313	20
HMGB3	252	16
HMGCL	902	40
HMGCLL1	374	22
HMGCR	872	124
HMGCS1	713	52
HMGCS2	676	60
HMGN1	470	6
HMGN3	195	2
HMGN5	177	2
HMGXB4	414	14
HMHA1	902	20
HMMR	418	24
HMOX2	909	94
HMSD	313	18
HMX1	622	22
HMX2	205	4
HMX3	405	10
HNF1A	390	58
HNF1B	564	32
HNF4A	593	112
HNF4G	613	16
HNMT	942	34
HNRNPA0	340	12
HNRNPA1	557	44
HNRNPA1L2	233	4
HNRNPA2B1	491	28
HNRNPA3	519	14
HNRNPAB	283	10
HNRNPC	935	54
HNRNPD	717	40
HNRNPF	593	18
HNRNPH1	836	26
HNRNPH2	713	22
HNRNPH3	400	10
HNRNPK	509	28
HNRNPL	584	44
HNRNPM	476	6
HNRNPR	349	18
HNRNPU	433	20
HNRNPUL1	315	12
HOGA1	305	20
HOMER1	598	46
HOMER2	438	14
HOMER3	669	18
HOMEZ	293	2
HOOK1	194	2
HOOK2	414	18
HOPX	380	20
HORMAD1	256	10
HORMAD2	228	12
HOXA1	900	10
HOXA10	457	34
HOXA11	358	18
HOXA13	306	18
HOXA2	900	14
HOXA3	901	16
HOXA4	395	14
HOXA5	322	42
HOXA6	421	8
HOXA7	283	26
HOXA9	480	50
HOXB1	904	22
HOXB13	454	18
HOXB2	900	14
HOXB3	900	12
HOXB4	900	40
HOXB5	272	14
HOXB6	576	26
HOXB7	925	22
HOXB8	331	16
HOXB9	274	20
HOXC10	351	12
HOXC11	345	18
HOXC12	336	14
HOXC13	440	12
HOXC4	904	12
HOXC5	272	8
HOXC6	272	12
HOXC8	294	20
HOXC9	534	28
HOXD1	272	8
HOXD10	248	18
HOXD11	208	8
HOXD12	201	6
HOXD13	193	14
HOXD3	476	14
HOXD4	900	8
HOXD8	272	14
HOXD9	345	18
HP	953	110
HP1BP3	301	14
HPCA	349	42
HPCAL1	272	24
HPCAL4	362	34
HPD	369	20
HPDL	365	4
HPGD	577	44
HPGDS	732	134
HPN	454	26
HPR	853	48
HPRT1	849	116
HPS1	451	6
HPS3	576	68
HPS4	380	6
HPS6	181	4
HPSE	907	42
HPSE2	284	16
HPX	965	78
HR	347	10
HRAS	972	206
HRASLS	269	2
HRC	916	44
HRG	952	40
HRH1	903	28
HRH2	903	22
HRH3	928	36
HRH4	907	20
HRK	727	22
HRNR	902	8
HRSP12	256	6
HS2ST1	812	2
HS3ST2	491	8
HS3ST3A1	218	6
HS3ST3B1	228	10
HS3ST4	206	10
HS3ST5	260	12
HS3ST6	179	10
HS6ST1	792	8
HS6ST2	662	4
HS6ST3	679	10
HSBP1	155	2
HSCB	916	10
HSD11B1	945	122
HSD11B1L	248	12
HSD11B2	495	52
HSD17B1	984	22
HSD17B10	511	18
HSD17B11	241	8
HSD17B12	932	20
HSD17B13	294	4
HSD17B14	401	8
HSD17B2	962	30
HSD17B3	958	16
HSD17B4	906	30
HSD17B6	986	72
HSD17B7	960	24
HSD17B8	916	16
HSD3B1	986	42
HSD3B2	973	30
HSD3B7	809	14
HSDL2	396	24
HSF1	949	52
HSF2	904	22
HSF4	522	24
HSF5	212	8
HSFX1	222	16
HSFX2	222	16
HSH2D	412	22
HSP90AA1	991	158
HSP90AB1	966	80
HSP90B1	961	92
HSPA12A	321	32
HSPA14	368	38
HSPA1A	713	114
HSPA1B	539	54
HSPA1L	547	50
HSPA2	554	42
HSPA4	927	160
HSPA4L	285	16
HSPA5	984	138
HSPA6	538	40
HSPA8	917	108
HSPA9	978	70
HSPB1	957	88
HSPB11	302	6
HSPB2	812	74
HSPB3	830	86
HSPB6	397	26
HSPB7	459	8
HSPB8	409	40
HSPBP1	390	30
HSPD1	972	84
HSPE1	828	34
HSPG2	954	106
HSPH1	479	32
HTATIP2	402	28
HTATSF1	412	6
HTN1	222	6
HTN3	354	50
HTR1A	957	68
HTR1B	948	36
HTR1D	915	22
HTR1E	911	26
HTR1F	915	12
HTR2A	922	74
HTR2B	905	30
HTR2C	919	52
HTR3A	684	44
HTR3B	548	16
HTR3C	226	6
HTR3D	305	6
HTR3E	345	8
HTR4	910	18
HTR5A	919	38
HTR6	902	16
HTR7	957	72
HTRA1	528	50
HTRA2	642	82
HTRA3	272	16
HTRA4	406	18
HTT	951	130
HUNK	233	24
HUS1	229	6
HUWE1	370	34
HVCN1	905	22
HYAL1	376	30
HYAL2	529	26
HYAL3	240	10
HYAL4	360	30
HYDIN	596	14
HYI	189	6
HYLS1	537	4
HYOU1	485	48
HYPK	447	12
IAH1	247	2
IAPP	956	62
IARS	746	58
IARS2	266	16
IBA57	287	6
IBSP	557	40
IBTK	284	8
ICA1	252	18
ICA1L	186	4
ICAM1	985	136
ICAM2	470	40
ICAM3	529	40
ICAM4	630	8
ICAM5	789	36
ICK	334	14
ICMT	458	18
ICOS	520	16
ICT1	323	20
ID1	466	44
ID2	534	48
ID3	559	42
ID4	422	28
IDH1	905	66
IDH2	969	54
IDH3A	459	34
IDH3B	522	28
IDH3G	917	26
IDI1	774	22
IDI2	456	8
IDNK	570	6
IDO1	908	58
IDO2	902	24
IDS	424	16
IDUA	596	12
IER2	269	16
IER3	866	32
IER3IP1	432	10
IER5	199	2
IFI16	418	22
IFI27	371	20
IFI30	921	42
IFI35	328	22
IFI44	325	26
IFI44L	300	18
IFI6	282	18
IFIH1	620	54
IFIT1	602	42
IFIT1B	442	18
IFIT2	484	36
IFIT3	634	42
IFIT5	413	26
IFITM1	311	24
IFITM10	330	2
IFITM2	508	14
IFITM3	372	14
IFITM5	295	6
IFNA1	816	56
IFNA10	349	2
IFNA13	347	30
IFNA17	479	62
IFNA2	546	60
IFNA21	476	58
IFNA4	254	10
IFNA6	186	4
IFNA7	171	2
IFNA8	216	6
IFNAR1	833	44
IFNAR2	808	26
IFNB1	840	86
IFNE	457	10
IFNG	975	156
IFNGR1	807	50
IFNGR2	759	20
IFNK	616	18
IFNL1	671	22
IFNL2	587	16
IFNL3	574	24
IFNLR1	775	10
IFNW1	268	12
IFRD1	544	10
IFT122	473	36
IFT172	392	10
IFT20	294	10
IFT27	302	8
IFT43	669	38
IFT46	349	4
IFT52	285	2
IFT57	311	30
IFT74	715	12
IFT80	285	6
IFT81	269	4
IFT88	328	38
IGBP1	527	50
IGDCC3	311	22
IGF2BP1	806	48
IGF2BP2	913	50
IGF2BP3	807	30
IGFALS	976	20
IGFBP1	999	90
IGFBP2	998	78
IGFBP3	998	96
IGFBP4	999	54
IGFBP5	999	68
IGFBP6	997	44
IGFBP7	954	46
IGFBPL1	305	4
IGFN1	192	8
IGHMBP2	367	4
IGJ	317	22
IGLL1	367	18
IGLL5	919	52
IGSF1	476	8
IGSF10	298	6
IGSF11	314	4
IGSF22	298	4
IGSF3	163	2
IGSF6	704	28
IGSF8	443	12
IGSF9	383	6
IGSF9B	214	18
IHH	674	56
IK	439	6
IKBIP	179	2
IKBKAP	329	44
IKBKB	999	86
IKBKE	657	50
IKBKG	999	68
IKZF1	679	74
IKZF2	300	10
IKZF3	900	40
IKZF4	293	10
IKZF5	257	4
IL10RA	998	56
IL10RB	981	42
IL11	887	60
IL11RA	728	14
IL12A	968	16
IL12B	966	12
IL12RB1	932	36
IL12RB2	923	32
IL13	992	92
IL13RA1	718	24
IL13RA2	688	24
IL15	910	76
IL15RA	900	22
IL16	956	66
IL17A	971	110
IL17B	476	20
IL17C	517	20
IL17D	685	14
IL17F	749	40
IL17RA	674	30
IL17RB	655	14
IL17RC	709	22
IL17RD	212	4
IL17RE	410	16
IL17REL	222	14
IL18	992	120
IL18BP	486	30
IL18R1	584	38
IL18RAP	473	26
IL19	854	30
IL1F10	751	48
IL1R1	998	86
IL1R2	997	54
IL1RAP	997	18
IL1RAPL1	555	20
IL1RAPL2	383	14
IL1RL1	999	36
IL1RL2	581	20
IL2	959	160
IL20	258	8
IL20RA	803	14
IL20RB	792	12
IL21	865	54
IL21R	808	38
IL22	845	26
IL22RA1	861	18
IL22RA2	761	8
IL23A	796	40
IL23R	922	48
IL24	705	32
IL25	570	16
IL26	529	22
IL27	757	14
IL27RA	819	22
IL2RA	921	74
IL2RB	940	54
IL2RG	931	64
IL3	939	96
IL31	669	16
IL31RA	333	18
IL32	702	26
IL34	536	38
IL36A	836	48
IL36B	746	48
IL36G	740	38
IL36RN	779	46
IL37	762	40
IL3RA	927	52
IL4	996	150
IL4I1	910	48
IL4R	937	60
IL5	922	78
IL5RA	917	30
IL6R	999	90
IL6ST	997	54
IL7	882	82
IL7R	902	52
IL9	817	50
IL9R	720	24
ILDR2	571	6
ILF2	901	14
ILF3	497	22
ILK	976	76
ILKAP	915	16
ILVBL	412	26
IMMP1L	297	16
IMMP2L	570	24
IMMT	700	26
IMP3	402	10
IMP4	284	4
IMPA1	442	24
IMPA2	284	12
IMPACT	273	6
IMPAD1	239	10
IMPDH1	905	16
IMPDH2	417	22
IMPG1	153	2
IMPG2	273	6
INA	536	24
INADL	453	52
INCA1	293	10
INCENP	741	10
INF2	801	18
ING1	477	22
ING2	380	12
ING3	947	16
ING4	667	18
ING5	710	12
INHA	540	50
INHBA	436	46
INHBB	356	48
INHBC	370	12
INHBE	715	26
INIP	165	2
INMT	921	6
INO80	289	18
INO80B	209	2
INO80C	901	4
INO80E	266	2
INPP1	333	12
INPP4A	941	4
INPP4B	932	16
INPP5A	543	8
INPP5B	280	30
INPP5E	294	20
INPP5F	227	4
INPP5J	282	24
INPP5K	533	16
INPPL1	838	40
INS	999	234
INS-IGF2	932	66
INSC	407	8
INSIG1	666	44
INSIG2	503	42
INSL3	904	16
INSL4	355	6
INSL5	907	10
INSL6	273	4
INSM1	648	18
INSM2	462	16
INSRR	974	38
INTS1	383	6
INTS10	675	4
INTS12	296	12
INTS2	248	4
INTS3	226	4
INTS4	441	6
INTS5	170	2
INTS6	538	16
INTS7	300	2
INTS8	352	2
INTS9	183	2
INVS	409	28
IP6K1	313	28
IP6K2	313	30
IP6K3	321	34
IPCEF1	291	12
IPMK	914	24
IPO11	313	8
IPO13	212	2
IPO4	223	16
IPO5	318	18
IPO7	377	12
IPO8	448	8
IPO9	274	12
IPP	444	32
IPPK	182	2
IQCB1	192	14
IQCG	309	4
IQCH	167	2
IQCK	227	4
IQGAP1	925	34
IQGAP2	246	14
IQGAP3	428	6
IQSEC1	304	6
IQSEC2	585	12
IQSEC3	182	12
IQUB	167	2
IRAK1	975	86
IRAK1BP1	275	10
IRAK2	942	42
IRAK3	941	52
IRAK4	955	58
IREB2	601	60
IRF1	917	66
IRF2	904	30
IRF2BP1	185	4
IRF2BP2	351	10
IRF2BPL	185	6
IRF3	915	60
IRF4	912	56
IRF5	951	58
IRF6	905	58
IRF7	916	60
IRF8	952	70
IRF9	906	30
IRG1	767	26
IRGM	400	28
IRS1	999	120
IRS2	993	88
IRS4	968	30
IRX1	458	18
IRX2	361	12
IRX3	457	24
IRX4	571	8
IRX5	495	10
IRX6	475	18
ISCA1	475	8
ISCA2	411	14
ISCU	822	18
ISG15	697	58
ISG20	309	28
ISL1	762	50
ISL2	350	20
ISLR	910	16
ISLR2	243	6
ISOC1	388	10
ISOC2	183	10
ISPD	267	14
IST1	900	12
ISX	225	10
ISY1	248	2
ISYNA1	301	14
ITCH	680	40
ITFG2	316	4
ITFG3	294	2
ITGA1	927	40
ITGA10	616	4
ITGA11	631	8
ITGA2	675	66
ITGA2B	903	64
ITGA3	944	38
ITGA4	914	54
ITGA5	929	58
ITGA6	926	60
ITGA7	627	22
ITGA8	631	18
ITGA9	915	20
ITGAD	318	8
ITGAE	688	36
ITGAL	951	60
ITGAM	981	136
ITGAV	943	72
ITGAX	969	106
ITGB1	956	108
ITGB1BP1	329	8
ITGB1BP2	351	10
ITGB2	939	102
ITGB3	965	108
ITGB3BP	900	12
ITGB4	912	52
ITGB5	922	24
ITGB6	600	36
ITGB7	689	36
ITGB8	662	32
ITGBL1	450	8
ITIH1	519	18
ITIH2	967	22
ITIH3	451	18
ITIH4	708	86
ITIH5	407	8
ITIH6	212	4
ITK	921	52
ITLN1	473	40
ITM2A	421	8
ITM2B	989	44
ITM2C	592	16
ITPA	489	22
ITPK1	909	12
ITPKA	915	50
ITPKB	945	156
ITPKC	932	110
ITPR1	563	72
ITPR2	433	32
ITPR3	564	74
ITSN1	968	32
ITSN2	958	28
IVD	698	42
IVL	926	30
IVNS1ABP	384	16
IWS1	320	12
IYD	389	22
IZUMO1	367	4
JAG1	969	86
JAG2	965	56
JAGN1	311	2
JAK1	978	96
JAK2	975	136
JAK3	964	70
JAKMIP1	264	4
JAM2	401	14
JAM3	328	24
JARID2	359	54
JAZF1	706	20
JDP2	254	14
JKAMP	250	2
JMJD1C	282	14
JMJD6	394	26
JMY	626	8
JOSD1	204	2
JOSD2	383	2
JPH1	500	6
JPH2	575	10
JPH3	440	38
JPH4	270	20
JRK	290	20
JRKL	296	10
JSRP1	150	2
JTB	251	4
JUN	986	194
JUNB	490	42
JUND	948	54
JUP	991	44
KAL1	473	12
KALRN	920	42
KANK1	298	32
KANK2	393	34
KANSL1	993	20
KANSL2	960	4
KANSL3	978	10
KARS	381	22
KAT2A	941	56
KAT2B	951	70
KAT5	953	90
KAT6A	820	32
KAT6B	803	22
KAT7	747	20
KATNA1	330	28
KATNAL1	274	18
KATNAL2	316	28
KAZN	299	2
KBTBD11	285	10
KBTBD13	317	4
KBTBD4	402	4
KBTBD6	245	4
KCMF1	233	6
KCNA1	717	50
KCNA10	252	10
KCNA2	894	36
KCNA3	533	38
KCNA4	439	20
KCNA5	363	20
KCNA6	309	10
KCNA7	260	8
KCNAB1	298	10
KCNAB2	902	20
KCNAB3	289	8
KCNB1	301	28
KCNB2	336	8
KCNC1	688	36
KCNC2	364	26
KCNC3	252	8
KCNC4	264	8
KCND1	769	10
KCND2	759	40
KCND3	436	26
KCNE1	359	16
KCNE2	353	10
KCNE3	213	6
KCNF1	297	16
KCNG1	252	8
KCNG2	339	6
KCNG3	252	4
KCNG4	252	4
KCNH1	331	18
KCNH2	382	56
KCNH3	296	8
KCNH4	336	4
KCNH5	323	6
KCNH6	183	6
KCNH7	184	6
KCNH8	186	10
KCNIP1	355	38
KCNIP2	564	28
KCNIP3	789	44
KCNIP4	773	28
KCNJ1	251	6
KCNJ10	303	38
KCNJ11	703	62
KCNJ12	205	4
KCNJ15	299	16
KCNJ2	407	14
KCNJ3	270	8
KCNJ4	267	20
KCNJ5	384	14
KCNJ6	522	40
KCNJ8	286	12
KCNJ9	409	26
KCNK1	427	12
KCNK10	357	8
KCNK12	167	6
KCNK13	192	8
KCNK15	469	4
KCNK16	545	8
KCNK17	451	10
KCNK18	294	12
KCNK2	587	18
KCNK3	315	12
KCNK4	185	8
KCNK5	405	6
KCNK6	185	8
KCNK7	165	2
KCNK9	231	22
KCNMA1	503	46
KCNMB1	311	16
KCNMB3	208	4
KCNN2	391	6
KCNN3	473	30
KCNN4	485	24
KCNQ1	706	68
KCNQ2	607	42
KCNQ3	588	24
KCNQ4	291	14
KCNQ5	377	20
KCNRG	183	2
KCNS1	280	6
KCNS2	252	10
KCNS3	311	18
KCNT1	644	20
KCNT2	276	8
KCNU1	451	10
KCNV1	257	10
KCNV2	349	16
KCTD1	594	22
KCTD10	313	8
KCTD11	209	4
KCTD12	210	12
KCTD13	844	8
KCTD14	183	2
KCTD15	578	22
KCTD16	479	12
KCTD17	525	8
KCTD18	237	6
KCTD19	286	4
KCTD2	271	16
KCTD20	152	2
KCTD21	245	4
KCTD3	756	8
KCTD4	183	2
KCTD5	226	4
KCTD6	902	6
KCTD7	508	8
KCTD8	263	12
KCTD9	351	2
KDELC1	339	2
KDELC2	393	4
KDELR1	426	10
KDELR2	287	6
KDELR3	271	6
KDM1A	966	84
KDM1B	749	22
KDM2A	726	8
KDM2B	726	14
KDM3A	877	22
KDM3B	800	14
KDM4A	746	44
KDM4B	958	18
KDM4D	320	20
KDM4E	320	8
KDM5A	675	44
KDM5B	347	40
KDM5C	603	44
KDM6A	990	66
KDM6B	750	82
KDM8	183	6
KDR	999	124
KDSR	329	10
KEAP1	917	78
KEL	561	40
KERA	270	10
KHDRBS1	625	22
KHDRBS2	328	8
KHDRBS3	368	20
KHK	310	16
KHNYN	265	2
KHSRP	737	22
KIAA0020	323	4
KIAA0101	511	40
KIAA0141	152	2
KIAA0196	437	8
KIAA0226	409	12
KIAA0247	161	2
KIAA0319	908	22
KIAA0391	323	16
KIAA0430	187	2
KIAA0586	224	2
KIAA0753	413	10
KIAA1033	335	12
KIAA1109	273	10
KIAA1161	413	6
KIAA1191	243	4
KIAA1217	354	8
KIAA1279	609	4
KIAA1324	272	16
KIAA1429	311	4
KIAA1456	274	16
KIAA1462	237	4
KIAA1522	240	4
KIAA1524	505	12
KIAA1598	453	8
KIAA1731	520	2
KIAA1958	265	2
KIAA2018	293	2
KIAA2022	201	4
KIDINS220	963	44
KIF11	928	70
KIF12	187	8
KIF13A	401	16
KIF13B	361	20
KIF14	494	16
KIF15	900	18
KIF16B	420	24
KIF17	414	24
KIF18A	900	22
KIF18B	443	28
KIF19	324	16
KIF1A	636	48
KIF1B	543	42
KIF1C	432	22
KIF20A	900	20
KIF20B	560	36
KIF21A	293	20
KIF21B	221	14
KIF22	900	22
KIF23	900	30
KIF24	572	10
KIF25	285	14
KIF26A	900	14
KIF26B	307	18
KIF27	376	12
KIF2A	901	20
KIF2B	900	8
KIF2C	900	26
KIF3A	900	58
KIF3B	900	30
KIF3C	900	22
KIF4A	900	20
KIF4B	911	20
KIF5A	926	48
KIF5B	910	44
KIF5C	856	38
KIF6	349	30
KIF7	308	10
KIF9	187	8
KIFAP3	900	30
KIFC1	413	22
KIFC2	300	18
KIFC3	244	10
KIN	198	2
KIR2DL1	463	32
KIR2DL3	400	28
KIR2DL4	353	14
KIR3DL1	398	20
KIR3DL2	344	14
KIRREL	971	20
KIRREL2	305	4
KIRREL3	527	16
KISS1	912	26
KISS1R	902	18
KIT	953	138
KITLG	831	102
KL	935	74
KLB	547	18
KLC1	900	36
KLC2	900	32
KLC3	900	26
KLF1	642	30
KLF10	304	32
KLF11	682	30
KLF12	569	24
KLF13	654	18
KLF14	490	18
KLF15	696	28
KLF16	565	12
KLF17	470	12
KLF2	844	68
KLF3	360	12
KLF4	792	102
KLF5	962	44
KLF6	623	50
KLF7	345	18
KLF8	297	16
KLF9	605	28
KLHDC3	157	2
KLHDC7B	191	4
KLHDC8B	171	2
KLHDC9	224	4
KLHL1	339	18
KLHL10	288	8
KLHL11	300	4
KLHL13	166	2
KLHL15	265	2
KLHL17	348	6
KLHL18	275	4
KLHL2	667	12
KLHL20	536	6
KLHL21	278	4
KLHL22	205	2
KLHL23	161	2
KLHL24	401	6
KLHL29	215	18
KLHL3	366	4
KLHL31	366	2
KLHL32	271	6
KLHL33	166	2
KLHL34	246	2
KLHL35	364	2
KLHL36	155	2
KLHL4	339	2
KLHL5	211	2
KLHL6	291	10
KLHL7	189	4
KLHL8	159	2
KLK1	913	54
KLK10	396	24
KLK11	403	36
KLK12	337	20
KLK13	907	24
KLK14	499	22
KLK15	406	28
KLK2	919	36
KLK3	956	86
KLK4	797	62
KLK5	912	28
KLK6	599	52
KLK7	393	32
KLK8	336	36
KLK9	353	20
KLKB1	966	54
KLLN	214	2
KLRB1	602	48
KLRC1	517	28
KLRC2	911	16
KLRC3	219	6
KLRC4	293	10
KLRD1	915	56
KLRF1	488	22
KLRF2	185	4
KLRG1	915	22
KLRK1	704	44
KMO	422	46
KMT2A	928	64
KNDC1	462	10
KNG1	983	98
KNSTRN	316	8
KNTC1	743	10
KPNA1	906	14
KPNA2	915	20
KPNA3	271	16
KPNA4	341	18
KPNA5	266	12
KPNA6	307	14
KPNA7	233	8
KPNB1	920	28
KPTN	388	30
KRAS	941	152
KRBA1	498	6
KRBA2	186	4
KRCC1	175	2
KREMEN1	336	14
KREMEN2	278	14
KRIT1	542	34
KRR1	197	2
KRT1	404	32
KRT10	456	28
KRT12	265	8
KRT13	231	6
KRT14	624	38
KRT15	356	20
KRT16	261	24
KRT17	493	28
KRT18	721	58
KRT19	596	62
KRT2	224	10
KRT20	553	18
KRT23	296	4
KRT24	156	4
KRT25	155	2
KRT26	401	6
KRT27	334	4
KRT3	276	8
KRT31	374	12
KRT32	465	4
KRT33A	193	2
KRT34	171	4
KRT35	165	2
KRT36	218	4
KRT37	324	2
KRT38	179	2
KRT39	228	2
KRT4	503	24
KRT40	169	8
KRT5	730	38
KRT6A	228	16
KRT6B	171	6
KRT7	798	22
KRT71	626	32
KRT72	173	8
KRT73	414	22
KRT74	225	2
KRT75	204	6
KRT76	165	2
KRT77	208	2
KRT78	211	2
KRT79	266	6
KRT8	612	46
KRT80	347	8
KRT81	185	4
KRT82	236	2
KRT85	172	2
KRT86	206	2
KRT9	171	4
KRTAP1-1	153	2
